Age,Gender,Religion,Education,Location,Programstudied,PersonalFinance,MaritalStatuts,Devices,Source,Disorder,ParentingStyle,MentalHealth,Backpain,Eyestrain,RExercise,SLDU,Stress,FBhours,FBA,FPS,FRS,FUS,FSS,FSTS,BFAD,INAD,FAD,Age_cat,BFAD_CAT
33,1,1,1,4,3,2,2,3,4,1,2,2,1,2,2,2,2,2,1,3,4,3,4,3,17,2,2,2,severe
32,1,2,1,4,3,1,2,3,4,1,2,2,1,2,2,2,2,2,4,2,1,3,3,1,19,2,2,2,severe
32,2,1,1,4,4,2,2,2,4,1,2,2,1,2,2,2,2,2,2,2,4,3,4,3,15,2,2,2,Moderate
26,2,1,3,4,3,1,3,2,4,1,2,2,1,2,1,1,1,2,3,3,3,4,3,3,10,2,2,1,Mild
25,2,1,1,4,1,1,2,2,4,1,2,2,1,2,1,1,1,2,1,1,1,1,1,4,20,2,2,1,severe
25,2,1,1,3,4,2,2,2,3,1,2,2,1,2,1,1,1,3,1,4,1,3,3,4,16,3,3,1,severe
33,1,1,3,4,3,2,2,2,4,1,2,2,1,2,1,1,1,3,3,2,1,5,2,2,22,3,3,2,severe
27,1,5,3,4,1,1,3,2,4,1,2,2,1,2,1,1,1,2,3,5,4,5,3,1,14,2,2,1,Moderate
37,2,1,3,4,4,1,2,2,4,1,2,2,1,2,2,2,2,3,4,3,4,3,3,1,10,3,3,3,Mild
25,2,1,1,3,4,2,3,2,3,1,2,2,1,2,1,1,1,2,1,3,5,5,3,1,6,2,2,1,none
40,1,1,1,4,1,2,1,2,4,1,2,2,1,2,2,2,2,3,1,3,3,1,1,3,14,3,3,4,Moderate
29,1,1,1,3,3,1,2,2,3,1,2,2,1,2,1,1,1,2,1,1,3,3,1,2,15,2,2,1,Moderate
26,1,1,1,4,3,2,3,3,4,1,2,2,1,2,2,2,2,2,3,4,2,3,2,3,21,2,2,1,severe
30,1,2,1,3,3,1,2,3,3,1,2,2,1,2,1,1,1,3,3,3,3,4,1,5,25,3,3,1,Extreme
27,1,1,1,4,4,2,1,3,4,1,2,2,1,2,2,2,2,2,3,1,3,1,4,1,18,2,2,1,severe
28,2,1,1,3,3,2,2,3,3,1,2,2,1,2,1,1,1,3,5,1,3,5,5,1,16,3,3,1,severe
24,2,3,1,4,3,2,3,3,4,1,2,2,1,2,2,2,2,3,1,2,3,4,4,2,11,3,3,1,Moderate
25,1,1,1,3,4,2,2,3,3,1,2,2,1,2,1,1,1,2,2,2,5,1,3,5,17,2,2,1,severe
27,2,1,3,3,4,2,2,3,3,1,2,2,1,2,2,2,2,3,2,3,2,3,2,2,18,3,3,1,severe
26,2,1,1,4,3,2,1,3,4,1,2,2,1,2,1,1,1,3,2,4,3,5,2,1,14,3,3,1,Moderate
31,2,2,1,3,3,1,1,3,3,1,2,2,1,2,2,2,2,2,1,4,2,3,5,3,17,2,2,2,severe
27,1,1,3,3,4,1,2,4,3,1,2,2,1,2,2,2,2,2,1,3,3,5,3,4,25,2,2,1,Extreme
26,1,1,1,4,3,1,3,3,4,1,2,2,1,2,1,1,1,2,3,2,2,5,3,3,18,2,2,1,severe
31,2,1,1,2,1,1,3,4,2,1,2,2,1,2,2,2,2,2,4,2,2,3,4,3,15,2,2,2,Moderate
27,2,1,1,3,3,2,3,3,3,1,2,2,1,2,1,1,1,2,4,2,3,3,1,2,18,2,2,1,severe
29,1,1,1,4,3,1,2,4,4,1,2,2,1,2,1,1,1,2,1,3,2,5,4,2,15,2,2,1,Moderate
27,1,1,1,3,3,2,3,3,3,1,2,2,1,2,2,2,2,2,3,3,2,2,3,4,18,2,2,1,severe
25,1,1,1,2,1,1,2,4,2,1,2,2,1,2,1,1,1,2,2,3,4,4,3,3,15,2,2,1,Moderate
30,2,1,1,1,3,1,3,3,1,1,2,2,1,2,2,2,2,2,1,5,1,3,5,1,16,2,2,1,severe
30,2,1,1,3,3,2,1,4,3,2,2,2,2,2,1,1,1,2,3,4,2,3,3,1,10,2,2,1,Mild
29,2,1,3,3,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,4,3,3,13,2,2,1,Moderate
28,2,1,1,3,4,2,3,3,3,2,2,2,2,2,1,1,1,2,1,3,2,1,4,1,18,2,2,1,severe
25,1,1,1,3,3,1,1,4,3,2,2,2,2,2,2,2,2,3,1,2,3,3,3,4,12,3,3,1,Moderate
29,2,1,1,3,4,2,1,3,3,2,2,2,2,2,2,2,2,3,3,1,3,4,3,5,17,3,3,1,severe
30,2,1,1,3,3,1,2,4,3,2,2,2,2,2,2,2,2,3,1,3,3,3,5,4,20,3,3,1,severe
31,2,1,1,3,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,14,2,2,2,Moderate
30,1,1,1,3,4,1,3,4,3,2,2,2,2,2,2,2,2,2,4,3,2,3,4,1,18,2,2,1,severe
25,1,1,3,3,1,1,2,4,3,2,2,2,2,2,1,1,1,2,2,1,2,3,3,4,20,2,2,1,severe
35,1,1,1,3,4,2,1,3,3,2,2,2,2,2,1,1,1,2,1,1,4,4,3,2,17,2,2,3,severe
39,2,1,1,3,3,2,3,3,3,2,2,2,2,2,1,1,1,2,3,2,2,5,5,4,22,2,2,4,severe
29,2,1,3,4,4,1,2,3,4,2,2,2,2,2,2,2,2,2,2,3,3,4,1,3,17,2,2,1,severe
30,1,1,3,4,3,1,1,3,4,2,2,2,2,2,1,1,1,2,2,3,4,2,2,4,21,2,2,1,severe
30,1,1,3,4,3,2,1,3,4,2,2,2,2,2,2,2,2,2,5,3,1,3,5,3,16,2,2,1,severe
32,1,1,2,4,4,2,2,4,4,2,2,2,2,2,1,1,1,2,4,3,1,2,3,4,17,2,2,2,severe
34,2,1,2,4,3,1,2,2,4,2,2,2,2,2,2,2,2,2,3,3,1,1,5,3,18,2,2,2,severe
23,2,1,1,4,4,2,1,4,4,2,2,2,2,2,1,1,1,2,2,2,1,3,3,1,7,2,2,1,Mild
25,2,1,3,4,4,1,2,3,4,2,2,2,2,2,1,1,1,2,2,3,3,3,3,3,15,2,2,1,Moderate
27,2,1,3,4,3,2,2,4,4,2,2,2,2,2,1,1,1,2,3,3,3,3,4,5,17,2,2,1,severe
29,2,1,1,4,4,2,1,2,4,2,2,2,2,2,1,1,1,2,3,4,1,2,1,3,14,2,2,1,Moderate
29,1,1,3,4,3,2,2,4,4,2,2,2,2,2,1,1,1,2,1,3,1,4,3,3,14,2,2,1,Moderate
33,1,1,2,4,3,2,1,3,4,2,2,2,2,2,1,1,1,2,1,2,2,3,2,2,20,2,2,2,severe
33,2,1,1,4,1,2,2,2,4,2,2,2,2,2,1,1,1,2,3,1,4,1,5,4,20,2,2,2,severe
34,2,1,1,4,3,2,2,1,4,2,2,2,2,2,1,1,1,2,1,1,2,5,3,2,16,2,2,2,severe
31,1,1,1,4,4,1,2,4,4,2,2,2,2,2,1,1,1,2,1,1,3,5,5,4,16,2,2,2,severe
29,2,1,1,4,4,1,1,3,4,2,2,2,2,2,1,1,1,2,2,3,1,5,1,3,14,2,2,1,Moderate
34,2,1,2,4,1,1,2,2,4,2,2,2,2,2,1,1,1,2,2,3,3,4,4,4,21,2,2,2,severe
27,2,1,1,3,4,1,2,1,3,2,2,2,2,2,1,1,1,3,1,1,3,5,4,2,13,3,3,1,Moderate
29,1,1,1,3,3,1,2,2,3,2,2,2,2,2,1,1,1,3,1,3,2,2,3,5,21,3,3,1,severe
24,2,2,1,3,3,1,1,1,3,2,2,2,2,2,1,1,1,3,2,5,1,1,5,3,12,3,3,1,Moderate
25,2,1,2,3,3,2,2,2,3,2,2,2,2,2,1,1,1,3,3,4,1,3,2,5,13,3,3,1,Moderate
25,1,1,1,3,3,1,2,1,3,2,2,2,2,2,1,1,1,3,2,1,3,5,5,2,20,3,3,1,severe
28,2,1,1,3,3,1,2,2,3,2,2,2,2,2,1,1,1,3,3,2,1,2,3,4,12,3,3,1,Moderate
26,2,2,1,3,4,2,2,1,3,2,2,2,2,2,1,1,1,3,1,4,2,1,1,3,15,3,3,1,Moderate
30,1,1,1,3,3,2,2,2,3,2,2,2,2,2,1,1,1,3,3,2,1,2,2,3,12,3,3,1,Moderate
31,2,1,3,4,1,1,2,1,4,1,2,2,1,2,1,1,1,3,5,3,3,2,2,1,19,3,3,2,severe
26,2,1,1,4,3,1,3,2,4,2,2,2,2,2,1,1,1,3,2,1,3,4,1,2,6,3,3,1,none
31,2,2,3,4,1,2,2,1,4,2,2,2,2,2,1,1,1,3,2,3,3,1,3,2,13,3,3,2,Moderate
26,1,1,3,4,3,2,2,2,4,2,2,2,2,2,1,1,1,3,1,3,4,3,4,4,11,3,3,1,Moderate
25,1,1,1,4,3,1,2,1,4,2,2,2,2,2,1,1,1,3,5,2,2,3,1,2,20,3,3,1,severe
27,2,1,1,4,1,1,3,2,4,1,2,2,1,2,1,1,1,3,1,3,2,1,3,5,17,3,3,1,severe
24,2,1,1,4,1,2,2,1,4,2,2,2,2,2,1,1,1,2,2,3,3,3,3,3,20,2,2,1,severe
28,1,1,1,4,3,2,3,2,4,2,2,2,2,2,1,1,1,2,2,1,3,3,3,1,19,2,2,1,severe
27,2,1,3,3,4,1,1,1,3,2,2,2,2,2,1,1,1,1,3,1,1,4,3,3,12,1,1,1,Moderate
24,2,1,3,4,3,2,2,2,4,2,2,2,2,2,1,1,1,2,5,1,1,3,3,4,18,2,2,1,severe
28,1,1,1,4,4,1,1,4,4,2,2,2,2,2,1,1,1,2,5,2,2,2,4,3,18,2,2,1,severe
26,1,1,1,4,3,2,1,3,4,2,2,2,2,2,1,1,1,2,1,4,2,3,3,3,16,2,2,1,severe
27,1,1,1,4,4,2,2,3,4,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,16,2,2,1,severe
30,2,1,3,4,4,2,2,3,4,2,2,2,2,2,1,1,1,2,5,1,2,3,4,2,15,2,2,1,Moderate
30,2,1,1,4,3,2,3,4,4,2,2,2,2,2,1,1,1,2,1,3,3,3,3,2,15,2,2,1,Moderate
29,2,1,1,4,3,2,2,2,4,2,2,2,2,2,1,1,1,2,1,2,4,1,4,1,15,2,2,1,Moderate
35,1,2,1,4,1,2,1,3,4,2,2,2,2,2,1,1,1,2,1,3,2,3,4,3,16,2,2,3,severe
28,1,1,3,3,4,1,3,1,3,2,2,2,2,2,1,1,1,2,1,3,2,2,2,1,14,2,2,1,Moderate
35,2,1,1,3,3,1,2,4,3,2,2,2,2,2,1,1,1,2,5,3,4,3,3,3,20,2,2,3,severe
30,2,1,1,3,3,1,1,3,3,2,2,2,2,2,1,1,1,2,3,4,1,2,5,1,10,2,2,1,Mild
37,2,1,1,3,4,1,1,4,3,2,2,2,2,2,1,1,1,2,1,3,4,3,5,3,20,2,2,3,severe
31,2,1,1,3,4,1,2,3,3,2,2,2,2,2,1,1,1,2,1,2,1,2,3,3,15,2,2,2,Moderate
35,1,1,3,2,3,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,5,3,4,1,21,2,2,3,severe
25,2,1,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,2,4,5,3,3,1,4,14,2,2,1,Moderate
23,2,1,2,2,3,1,2,3,2,2,2,2,2,2,1,1,1,2,1,2,3,4,4,4,21,2,2,1,severe
25,2,5,1,2,3,1,2,4,2,2,2,2,2,2,1,1,1,2,3,3,2,1,3,3,16,2,2,1,severe
27,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,3,4,3,18,2,2,1,severe
28,2,1,1,2,3,2,2,3,2,2,2,2,2,2,1,1,1,2,3,3,3,3,3,3,21,2,2,1,severe
32,2,1,1,1,4,1,1,1,1,2,2,2,2,2,1,1,1,3,1,3,3,4,1,1,14,3,3,2,Moderate
29,2,3,3,1,4,1,2,3,1,2,2,2,2,2,1,1,1,1,5,3,3,2,2,3,18,1,1,1,severe
27,2,2,3,1,4,2,2,4,1,2,2,2,2,2,1,1,1,2,2,5,1,2,4,5,19,2,2,1,severe
36,1,2,1,2,3,2,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,4,4,2,20,1,1,3,severe
28,1,1,3,3,4,1,1,3,3,2,2,2,2,2,1,1,1,2,1,3,1,4,4,4,22,2,2,1,severe
30,2,1,1,3,3,2,2,4,3,2,1,2,2,2,1,1,1,3,2,3,2,1,3,2,23,3,3,1,severe
26,1,1,1,4,3,1,1,1,4,2,1,2,2,1,1,1,1,2,1,1,2,1,3,4,12,2,2,1,Moderate
27,1,1,1,3,3,1,1,2,3,1,2,1,1,2,1,1,1,2,1,1,3,3,3,2,13,2,2,1,Moderate
25,2,1,1,4,1,2,2,3,4,2,2,1,2,2,1,1,1,1,3,3,1,3,2,2,14,1,1,1,Moderate
27,1,1,3,4,2,2,2,3,4,1,2,2,1,2,1,1,1,2,2,2,2,3,3,3,15,2,2,1,Moderate
28,2,1,3,4,3,1,3,2,4,2,2,2,2,2,1,1,1,2,5,5,5,5,5,5,30,2,2,1,Extreme
29,2,1,1,4,3,1,2,1,4,1,2,1,1,2,1,1,1,2,1,1,1,4,3,5,15,2,2,1,Moderate
29,2,1,1,4,4,2,1,3,4,2,2,2,2,2,1,1,1,2,3,4,3,4,4,5,23,2,2,1,severe
26,2,1,1,4,3,2,3,3,4,1,2,1,1,2,1,1,1,2,1,3,3,3,1,3,14,2,2,1,Moderate
26,2,1,1,4,4,1,2,3,4,1,2,2,1,1,1,1,1,2,2,3,1,3,1,1,11,2,2,1,Moderate
32,1,1,3,4,1,2,1,3,4,2,2,1,2,1,1,1,1,2,5,3,5,4,5,3,25,2,2,2,Extreme
32,2,1,1,3,4,1,1,3,3,1,2,1,1,1,1,1,1,2,2,3,3,4,3,2,15,2,2,2,Moderate
26,2,1,2,3,3,2,2,3,3,2,2,2,2,1,1,1,1,2,3,3,2,3,5,1,19,2,2,1,severe
35,2,1,1,3,3,2,2,3,3,1,2,1,1,1,1,1,1,2,2,4,3,2,2,3,16,2,2,3,severe
27,1,1,1,3,3,2,1,3,3,2,2,2,2,1,1,1,1,2,2,2,1,3,2,1,14,2,2,1,Moderate
33,2,1,1,3,3,2,2,3,3,1,2,2,1,1,1,1,1,2,1,3,4,3,4,1,15,2,2,2,Moderate
34,2,1,1,2,4,2,2,3,2,1,2,2,1,1,1,1,1,2,3,3,3,1,1,3,13,2,2,2,Moderate
28,1,2,1,2,3,2,1,3,2,1,2,2,1,1,2,2,2,2,1,3,3,3,1,1,13,2,2,1,Moderate
26,1,1,1,2,4,1,2,3,2,2,2,2,2,1,2,2,2,2,1,4,3,3,3,1,10,2,2,1,Mild
38,2,1,3,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,3,2,1,3,3,2,18,2,2,3,severe
32,2,1,3,2,4,1,2,2,2,1,2,2,1,2,2,2,2,2,1,3,3,3,3,3,17,2,2,2,severe
30,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,1,2,3,3,1,3,3,1,16,2,2,1,severe
35,2,1,1,1,4,1,2,2,1,2,2,2,2,1,2,2,2,2,1,3,5,3,3,4,24,2,2,3,severe
27,1,1,1,1,3,1,1,3,1,2,2,2,2,2,1,1,1,3,3,4,2,3,3,3,16,3,3,1,severe
32,1,1,3,1,3,2,2,2,1,2,2,2,2,2,2,2,2,1,5,1,3,3,5,3,20,1,1,2,severe
35,2,1,3,2,4,1,2,3,2,2,2,2,2,2,1,1,1,2,3,3,1,3,4,1,16,2,2,3,severe
27,2,1,1,3,4,1,2,2,3,2,2,2,2,2,2,2,2,1,2,4,3,4,3,3,23,1,1,1,severe
32,1,2,3,3,3,2,1,3,3,2,2,2,2,2,2,2,2,2,3,3,4,3,3,2,13,2,2,2,Moderate
35,1,1,1,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,4,3,3,2,3,3,15,3,3,3,Moderate
27,1,1,1,3,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,3,1,2,5,1,12,2,2,1,Moderate
29,1,1,1,3,3,1,2,2,3,1,2,2,1,2,2,2,2,1,1,1,1,3,5,2,20,1,1,1,severe
33,1,1,1,4,3,2,2,3,4,1,2,2,1,2,2,2,2,2,1,3,4,3,4,3,17,2,2,2,severe
32,1,2,1,4,3,1,2,3,4,1,2,2,1,2,2,2,2,2,4,2,1,3,3,1,19,2,2,2,severe
32,2,1,1,4,4,2,2,2,4,1,2,2,1,2,2,2,2,2,2,2,4,3,4,3,15,2,2,2,Moderate
26,2,1,3,4,3,1,3,2,4,1,2,2,1,2,1,1,1,2,3,3,3,4,3,3,10,2,2,1,Mild
25,2,1,1,4,1,1,2,2,4,1,2,2,1,2,1,1,1,2,1,1,1,1,1,4,20,2,2,1,severe
25,2,1,1,3,4,2,2,2,3,1,2,2,1,2,1,1,1,3,1,4,1,3,3,4,16,3,3,1,severe
33,1,1,3,4,3,2,2,2,4,1,2,2,1,2,1,1,1,3,3,2,1,5,2,2,22,3,3,2,severe
27,1,5,3,4,1,1,3,2,4,1,2,2,1,2,1,1,1,2,3,5,4,5,3,1,14,2,2,1,Moderate
37,2,1,3,4,4,1,2,2,4,1,2,2,1,2,2,2,2,3,4,3,4,3,3,1,10,3,3,3,Mild
25,2,1,1,3,4,2,3,2,3,1,2,2,1,2,1,1,1,2,1,3,5,5,3,1,6,2,2,1,none
40,1,1,1,4,1,2,1,2,4,1,2,2,1,2,2,2,2,3,1,3,3,1,1,3,14,3,3,4,Moderate
29,1,1,1,3,3,1,2,2,3,1,2,2,1,2,1,1,1,2,1,1,3,3,1,2,15,2,2,1,Moderate
26,1,1,1,4,3,2,3,3,4,1,2,2,1,2,2,2,2,2,3,4,2,3,2,3,21,2,2,1,severe
30,1,2,1,3,3,1,2,3,3,1,2,2,1,2,1,1,1,3,3,3,3,4,1,5,25,3,3,1,Extreme
27,1,1,1,4,4,2,1,3,4,1,2,2,1,2,2,2,2,2,3,1,3,1,4,1,18,2,2,1,severe
28,2,1,1,3,3,2,2,3,3,1,2,2,1,2,1,1,1,3,5,1,3,5,5,1,16,3,3,1,severe
24,2,3,1,4,3,2,3,3,4,1,2,2,1,2,2,2,2,3,1,2,3,4,4,2,11,3,3,1,Moderate
25,1,1,1,3,4,2,2,3,3,1,2,2,1,2,1,1,1,2,2,2,5,1,3,5,17,2,2,1,severe
27,2,1,3,3,4,2,2,3,3,1,2,2,1,2,2,2,2,3,2,3,2,3,2,2,18,3,3,1,severe
26,2,1,1,4,3,2,1,3,4,1,2,2,1,2,1,1,1,3,2,4,3,5,2,1,14,3,3,1,Moderate
31,2,2,1,3,3,1,1,3,3,1,2,2,1,2,2,2,2,2,1,4,2,3,5,3,17,2,2,2,severe
27,1,1,3,3,4,1,2,4,3,1,2,2,1,2,2,2,2,2,1,3,3,5,3,4,25,2,2,1,Extreme
26,1,1,1,4,3,1,3,3,4,1,2,2,1,2,1,1,1,2,3,2,2,5,3,3,18,2,2,1,severe
31,2,1,1,2,1,1,3,4,2,1,2,2,1,2,2,2,2,2,4,2,2,3,4,3,15,2,2,2,Moderate
27,2,1,1,3,3,2,3,3,3,1,2,2,1,2,1,1,1,2,4,2,3,3,1,2,18,2,2,1,severe
29,1,1,1,4,3,1,2,4,4,1,2,2,1,2,1,1,1,2,1,3,2,5,4,2,15,2,2,1,Moderate
27,1,1,1,3,3,2,3,3,3,1,2,2,1,2,2,2,2,2,3,3,2,2,3,4,18,2,2,1,severe
25,1,1,1,2,1,1,2,4,2,1,2,2,1,2,1,1,1,2,2,3,4,4,3,3,15,2,2,1,Moderate
30,2,1,1,1,3,1,3,3,1,1,2,2,1,2,2,2,2,2,1,5,1,3,5,1,16,2,2,1,severe
30,2,1,1,3,3,2,1,4,3,2,2,2,2,2,1,1,1,2,3,4,2,3,3,1,10,2,2,1,Mild
29,2,1,3,3,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,4,3,3,13,2,2,1,Moderate
28,2,1,1,3,4,2,3,3,3,2,2,2,2,2,1,1,1,2,1,3,2,1,4,1,18,2,2,1,severe
25,1,1,1,3,3,1,1,4,3,2,2,2,2,2,2,2,2,3,1,2,3,3,3,4,12,3,3,1,Moderate
29,2,1,1,3,4,2,1,3,3,2,2,2,2,2,2,2,2,3,3,1,3,4,3,5,17,3,3,1,severe
30,2,1,1,3,3,1,2,4,3,2,2,2,2,2,2,2,2,3,1,3,3,3,5,4,20,3,3,1,severe
31,2,1,1,3,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,14,2,2,2,Moderate
30,1,1,1,3,4,1,3,4,3,2,2,2,2,2,2,2,2,2,4,3,2,3,4,1,18,2,2,1,severe
25,1,1,3,3,1,1,2,4,3,2,2,2,2,2,1,1,1,2,2,1,2,3,3,4,20,2,2,1,severe
35,1,1,1,3,4,2,1,3,3,2,2,2,2,2,1,1,1,2,1,1,4,4,3,2,17,2,2,3,severe
39,2,1,1,3,3,2,3,3,3,2,2,2,2,2,1,1,1,2,3,2,2,5,5,4,22,2,2,4,severe
29,2,1,3,4,4,1,2,3,4,2,2,2,2,2,2,2,2,2,2,3,3,4,1,3,17,2,2,1,severe
30,1,1,3,4,3,1,1,3,4,2,2,2,2,2,1,1,1,2,2,3,4,2,2,4,21,2,2,1,severe
30,1,1,3,4,3,2,1,3,4,2,2,2,2,2,2,2,2,2,5,3,1,3,5,3,16,2,2,1,severe
32,1,1,2,4,4,2,2,4,4,2,2,2,2,2,1,1,1,2,4,3,1,2,3,4,17,2,2,2,severe
34,2,1,2,4,3,1,2,2,4,2,2,2,2,2,2,2,2,2,3,3,1,1,5,3,18,2,2,2,severe
23,2,1,1,4,4,2,1,4,4,2,2,2,2,2,1,1,1,2,2,2,1,3,3,1,7,2,2,1,Mild
25,2,1,3,4,4,1,2,3,4,2,2,2,2,2,1,1,1,2,2,3,3,3,3,3,15,2,2,1,Moderate
27,2,1,3,4,3,2,2,4,4,2,2,2,2,2,1,1,1,2,3,3,3,3,4,5,17,2,2,1,severe
29,2,1,1,4,4,2,1,2,4,2,2,2,2,2,1,1,1,2,3,4,1,2,1,3,14,2,2,1,Moderate
29,1,1,3,4,3,2,2,4,4,2,2,2,2,2,1,1,1,2,1,3,1,4,3,3,14,2,2,1,Moderate
33,1,1,2,4,3,2,1,3,4,2,2,2,2,2,1,1,1,2,1,2,2,3,2,2,20,2,2,2,severe
33,2,1,1,4,1,2,2,2,4,2,2,2,2,2,1,1,1,2,3,1,4,1,5,4,20,2,2,2,severe
34,2,1,1,4,3,2,2,1,4,2,2,2,2,2,1,1,1,2,1,1,2,5,3,2,16,2,2,2,severe
31,1,1,1,4,4,1,2,4,4,2,2,2,2,2,1,1,1,2,1,1,3,5,5,4,16,2,2,2,severe
29,2,1,1,4,4,1,1,3,4,2,2,2,2,2,1,1,1,2,2,3,1,5,1,3,14,2,2,1,Moderate
34,2,1,2,4,1,1,2,2,4,2,2,2,2,2,1,1,1,2,2,3,3,4,4,4,21,2,2,2,severe
27,2,1,1,3,4,1,2,1,3,2,2,2,2,2,1,1,1,3,1,1,3,5,4,2,13,3,3,1,Moderate
29,1,1,1,3,3,1,2,2,3,2,2,2,2,2,1,1,1,3,1,3,2,2,3,5,21,3,3,1,severe
24,2,2,1,3,3,1,1,1,3,2,2,2,2,2,1,1,1,3,2,5,1,1,5,3,12,3,3,1,Moderate
25,2,1,2,3,3,2,2,2,3,2,2,2,2,2,1,1,1,3,3,4,1,3,2,5,13,3,3,1,Moderate
25,1,1,1,3,3,1,2,1,3,2,2,2,2,2,1,1,1,3,2,1,3,5,5,2,20,3,3,1,severe
28,2,1,1,3,3,1,2,2,3,2,2,2,2,2,1,1,1,3,3,2,1,2,3,4,12,3,3,1,Moderate
26,2,2,1,3,4,2,2,1,3,2,2,2,2,2,1,1,1,3,1,4,2,1,1,3,15,3,3,1,Moderate
30,1,1,1,3,3,2,2,2,3,2,2,2,2,2,1,1,1,3,3,2,1,2,2,3,12,3,3,1,Moderate
31,2,1,3,4,1,1,2,1,4,1,2,2,1,2,1,1,1,3,5,3,3,2,2,1,19,3,3,2,severe
26,2,1,1,4,3,1,3,2,4,2,2,2,2,2,1,1,1,3,2,1,3,4,1,2,6,3,3,1,none
31,2,2,3,4,1,2,2,1,4,2,2,2,2,2,1,1,1,3,2,3,3,1,3,2,13,3,3,2,Moderate
26,1,1,3,4,3,2,2,2,4,2,2,2,2,2,1,1,1,3,1,3,4,3,4,4,11,3,3,1,Moderate
25,1,1,1,4,3,1,2,1,4,2,2,2,2,2,1,1,1,3,5,2,2,3,1,2,20,3,3,1,severe
27,2,1,1,4,1,1,3,2,4,1,2,2,1,2,1,1,1,3,1,3,2,1,3,5,17,3,3,1,severe
24,2,1,1,4,1,2,2,1,4,2,2,2,2,2,1,1,1,2,2,3,3,3,3,3,20,2,2,1,severe
28,1,1,1,4,3,2,3,2,4,2,2,2,2,2,1,1,1,2,2,1,3,3,3,1,19,2,2,1,severe
27,2,1,3,3,4,1,1,1,3,2,2,2,2,2,1,1,1,1,3,1,1,4,3,3,12,1,1,1,Moderate
24,2,1,3,4,3,2,2,2,4,2,2,2,2,2,1,1,1,2,5,1,1,3,3,4,18,2,2,1,severe
28,1,1,1,4,4,1,1,4,4,2,2,2,2,2,1,1,1,2,5,2,2,2,4,3,18,2,2,1,severe
26,1,1,1,4,3,2,1,3,4,2,2,2,2,2,1,1,1,2,1,4,2,3,3,3,16,2,2,1,severe
27,1,1,1,4,4,2,2,3,4,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,16,2,2,1,severe
30,2,1,3,4,4,2,2,3,4,2,2,2,2,2,1,1,1,2,5,1,2,3,4,2,15,2,2,1,Moderate
30,2,1,1,4,3,2,3,4,4,2,2,2,2,2,1,1,1,2,1,3,3,3,3,2,15,2,2,1,Moderate
29,2,1,1,4,3,2,2,2,4,2,2,2,2,2,1,1,1,2,1,2,4,1,4,1,15,2,2,1,Moderate
35,1,2,1,4,1,2,1,3,4,2,2,2,2,2,1,1,1,2,1,3,2,3,4,3,16,2,2,3,severe
28,1,1,3,3,4,1,3,1,3,2,2,2,2,2,1,1,1,2,1,3,2,2,2,1,14,2,2,1,Moderate
35,2,1,1,3,3,1,2,4,3,2,2,2,2,2,1,1,1,2,5,3,4,3,3,3,20,2,2,3,severe
30,2,1,1,3,3,1,1,3,3,2,2,2,2,2,1,1,1,2,3,4,1,2,5,1,10,2,2,1,Mild
37,2,1,1,3,4,1,1,4,3,2,2,2,2,2,1,1,1,2,1,3,4,3,5,3,20,2,2,3,severe
31,2,1,1,3,4,1,2,3,3,2,2,2,2,2,1,1,1,2,1,2,1,2,3,3,15,2,2,2,Moderate
35,1,1,3,2,3,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,5,3,4,1,21,2,2,3,severe
25,2,1,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,2,4,5,3,3,1,4,14,2,2,1,Moderate
23,2,1,2,2,3,1,2,3,2,2,2,2,2,2,1,1,1,2,1,2,3,4,4,4,21,2,2,1,severe
25,2,5,1,2,3,1,2,4,2,2,2,2,2,2,1,1,1,2,3,3,2,1,3,3,16,2,2,1,severe
27,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,3,4,3,18,2,2,1,severe
28,2,1,1,2,3,2,2,3,2,2,2,2,2,2,1,1,1,2,3,3,3,3,3,3,21,2,2,1,severe
32,2,1,1,1,4,1,1,1,1,2,2,2,2,2,1,1,1,3,1,3,3,4,1,1,14,3,3,2,Moderate
29,2,3,3,1,4,1,2,3,1,2,2,2,2,2,1,1,1,1,5,3,3,2,2,3,18,1,1,1,severe
27,2,2,3,1,4,2,2,4,1,2,2,2,2,2,1,1,1,2,2,5,1,2,4,5,19,2,2,1,severe
36,1,2,1,2,3,2,2,2,2,2,1,2,2,2,1,1,1,1,1,4,3,4,4,2,20,1,1,3,severe
